[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:20:57.867548Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_425_chr19_KI270922v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.875229Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_425_chr19_KI270922v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:57.932732Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_425_chr19_KI270922v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.940191Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_309_chr13_KI270839v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:57.946567Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_309_chr13_KI270839v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:58.004918Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_309_chr13_KI270839v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.012460Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_375_chr22_KI270876v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.019831Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_375_chr22_KI270876v1_alt_0000] Task initiated on local node
[2024-08-16T18:20:58.227558Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_375_chr22_KI270876v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.235026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_014_chr15_0005' from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.241962Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_014_chr15_0005] Task initiated on local node
[2024-08-16T18:20:58.850601Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.858637Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0013' from sub-workflow 'CallGenome'
[2024-08-16T18:20:58.866573Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_022_chrX_0013] Task initiated on local node
[2024-08-16T18:21:01.327699Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0005' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.334655Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_022_chrX_0005' from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.341980Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_022_chrX_0005] Task initiated on local node
[2024-08-16T18:21:01.399692Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_022_chrX_0005' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.407079Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_376_chr22_KI270877v1_alt_0000_to_chromId_377_chr22_GL383583v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.413774Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_376_chr22_KI270877v1_alt_0000_to_chromId_377_chr22_GL383583v2_alt_0000] Task initiated on local node
[2024-08-16T18:21:01.622055Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_376_chr22_KI270877v1_alt_0000_to_chromId_377_chr22_GL383583v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.629556Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_433_chr22_KI270928v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.636625Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_433_chr22_KI270928v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:01.844846Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_433_chr22_KI270928v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.852302Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0010' from sub-workflow 'CallGenome'
[2024-08-16T18:21:01.860801Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_009_chr10_0010] Task initiated on local node
[2024-08-16T18:21:04.070353Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_017_chr18_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:04.077426Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0009' from sub-workflow 'CallGenome'
[2024-08-16T18:21:04.085215Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_003_chr4_0009] Task initiated on local node
[2024-08-16T18:21:25.017821Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0013' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.031176Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_253_chr6_KI270802v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.038479Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_253_chr6_KI270802v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:25.246628Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_253_chr6_KI270802v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.254179Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.261943Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_012_chr13_0001] Task initiated on local node
[2024-08-16T18:21:25.271010Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0009' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.278053Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_263_chr7_KI270807v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.285230Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_263_chr7_KI270807v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:25.342970Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_263_chr7_KI270807v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.350843Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_016_chr17_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.358074Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_016_chr17_0001] Task initiated on local node
[2024-08-16T18:21:25.415732Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_016_chr17_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.423107Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_006_chr7_0002' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.430079Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_006_chr7_0002] Task initiated on local node
[2024-08-16T18:21:25.487912Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_006_chr7_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.495333Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_222_chr3_KI270777v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.502829Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_222_chr3_KI270777v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:25.710391Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_222_chr3_KI270777v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.717969Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:21:25.725208Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_022_chrX_0006] Task initiated on local node
[2024-08-16T18:21:28.035939Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:28.043268Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_022_chrX_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:28.050934Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_022_chrX_0000] Task initiated on local node
[2024-08-16T18:21:28.158395Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_022_chrX_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:28.165756Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:28.173724Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_002_chr3_0000] Task initiated on local node
[2024-08-16T18:21:38.945291Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_014_chr15_0005' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:38.958463Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_246_chr5_GL383531v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:38.959650Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_010_chr11_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:38.968819Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_009_chr10_0003' from sub-workflow 'CallGenome'
[2024-08-16T18:21:38.970566Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_246_chr5_GL383531v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:38.975621Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_009_chr10_0003] Task initiated on local node
[2024-08-16T18:21:39.033697Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_246_chr5_GL383531v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.034668Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_009_chr10_0003' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.041760Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_435_chr19_KI270930v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.042745Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_016_chr17_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.049132Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_435_chr19_KI270930v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:39.059551Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_016_chr17_0000] Task initiated on local node
[2024-08-16T18:21:39.308599Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_435_chr19_KI270930v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.316376Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_217_chr2_KI270767v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.323872Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_217_chr2_KI270767v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:39.531382Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_217_chr2_KI270767v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.539128Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_006_chr7_0011' from sub-workflow 'CallGenome'
[2024-08-16T18:21:39.546847Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_006_chr7_0011] Task initiated on local node
[2024-08-16T18:21:41.256178Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.263656Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_231_chr4_GL000257v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.271026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_231_chr4_GL000257v2_alt_0000] Task initiated on local node
[2024-08-16T18:21:41.578983Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_231_chr4_GL000257v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.586347Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_231_chr4_GL000257v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.594321Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_231_chr4_GL000257v2_alt_0000] Task initiated on local node
[2024-08-16T18:21:41.651657Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_231_chr4_GL000257v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.659514Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_005_chr6_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.666836Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_005_chr6_0012] Task initiated on local node
[2024-08-16T18:21:41.724352Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_005_chr6_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.732255Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_3211_HLA-C_05_93_0000_to_chromId_3271_HLA-C_12_19_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:41.740883Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_3211_HLA-C_05_93_0000_to_chromId_3271_HLA-C_12_19_0000] Task initiated on local node
[2024-08-16T18:21:42.398453Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.405994Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_012_chr13_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.413037Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_012_chr13_0001] Task initiated on local node
[2024-08-16T18:21:42.470859Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_012_chr13_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.478531Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_257_chr7_KI270804v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.485950Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_257_chr7_KI270804v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:42.693978Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_257_chr7_KI270804v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.701536Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_002_chr3_0010' from sub-workflow 'CallGenome'
[2024-08-16T18:21:42.709505Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_002_chr3_0010] Task initiated on local node
[2024-08-16T18:21:43.017005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_3211_HLA-C_05_93_0000_to_chromId_3271_HLA-C_12_19_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:43.024375Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_003_chr4_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:21:43.031440Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_003_chr4_0012] Task initiated on local node
[2024-08-16T18:21:45.894322Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0010' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:45.901085Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_179_chrUn_KI270747v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:45.908884Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_179_chrUn_KI270747v1_0000] Task initiated on local node
[2024-08-16T18:21:45.966245Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_179_chrUn_KI270747v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:45.974209Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0008' from sub-workflow 'CallGenome'
[2024-08-16T18:21:45.981629Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_022_chrX_0008] Task initiated on local node
[2024-08-16T18:21:51.697166Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0008' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.704041Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.711342Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_002_chr3_0003] Task initiated on local node
[2024-08-16T18:21:51.819936Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.827128Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_417_chr19_KI270914v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.833845Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_417_chr19_KI270914v1_alt_0000] Task initiated on local node
[2024-08-16T18:21:51.891972Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_417_chr19_KI270914v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.899243Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_018_chr19_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:21:51.906462Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_018_chr19_0001] Task initiated on local node
[2024-08-16T18:21:52.615168Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_022_chrX_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:21:52.622347Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_009_chr10_0007' from sub-workflow 'CallGenome'
